Bathrooms,Bedrooms,Garage,House_Type,Neighborhood,Pool,Property_ID,Renovated_Year,Sale_Price,Square_Feet,Year_Built
2.5,5,1,Loft,Fairmount,1,4211,2020,439497,3829,2006
2.5,4,2,Apartment,University City,0,4212,,1488966,4036,1911
5.0,1,0,Condo,Northern Liberties,0,4213,2015,978678,1516,1982
3.0,6,0,Single Family,Chestnut Hill,1,4214,2010,869161,1043,1958
4.5,1,0,Loft,Northern Liberties,1,4215,2015,1385739,5842,1926
2.0,2,2,Townhouse,Rittenhouse Square,0,4216,2015,517287,4389,1966
4.5,4,1,Townhouse,University City,1,4217,2015,842117,944,1973
3.0,6,2,Condo,Old City,0,4218,2015,1368435,3897,1964
4.5,5,2,Apartment,University City,0,4219,2018,795073,1406,1933
3.5,1,2,Townhouse,Fairmount,1,4220,2015,680177,5624,1953
5.0,6,0,Single Family,Fishtown,0,4221,2018,1179404,3733,1924
3.5,6,1,Single Family,Center City,0,4222,2018,631804,4241,1938
3.0,4,1,Row House,Rittenhouse Square,1,4223,2020,1201053,3606,1931
4.5,1,2,Mansion,Bella Vista,1,4224,,1409798,3727,2000
4.5,5,2,Single Family,Fishtown,0,4225,2010,940101,4635,2003
1.0,3,0,Row House,Chestnut Hill,0,4226,,1310397,4848,2015
4.0,2,2,Row House,Society Hill,1,4227,,496299,1324,2012
5.0,4,1,Apartment,Chestnut Hill,0,4228,2015,1362609,6022,1968
5.0,6,1,Single Family,Northern Liberties,0,4229,,1272870,5950,1969
2.5,6,0,Single Family,Chestnut Hill,0,4230,2020,276013,1488,1963
4.5,6,2,Single Family,Fairmount,1,4231,2015,1279048,1401,1931
2.0,3,2,Condo,Bella Vista,1,4232,2018,817689,5095,1905
4.5,4,1,Apartment,Fishtown,1,4233,,284097,6558,2021
3.0,3,0,Condo,Society Hill,1,4234,2018,306313,2427,1978
3.5,2,1,Row House,Old City,1,4235,2010,524012,2612,2020
1.0,1,1,Single Family,Fishtown,1,4236,,174724,3538,1998
2.0,3,1,Mansion,Bella Vista,1,4237,2015,641381,3432,1944
1.0,5,2,Loft,Bella Vista,0,4238,2015,164319,4302,1983
1.5,2,2,Apartment,Rittenhouse Square,1,4239,2015,180798,2961,1929
2.0,2,0,Row House,Fishtown,1,4240,2020,389462,1207,1975
1.0,6,0,Apartment,Fairmount,1,4241,,1364514,3572,2000
4.0,2,0,Townhouse,University City,1,4242,2020,1371073,1254,1906
1.0,1,1,Townhouse,Northern Liberties,0,4243,,400615,1049,2007
1.5,3,1,Row House,Old City,1,4244,2010,484077,4033,1991
1.0,5,2,Single Family,Center City,0,4245,2020,559706,4073,1917
5.0,1,2,Apartment,Center City,1,4246,2018,757801,5812,1978
4.5,5,1,Row House,Old City,1,4247,,628400,2930,1907
2.0,5,0,Mansion,Fishtown,1,4248,2018,1099307,3485,1916
2.5,5,1,Mansion,Northern Liberties,0,4249,2010,473456,4357,1916
3.0,1,1,Condo,Chestnut Hill,0,4250,2015,976667,3125,2020
3.0,5,0,Loft,Fishtown,1,4251,2018,1344164,2206,1974
5.0,6,1,Condo,Fishtown,0,4252,2018,322386,4054,1926
4.5,5,1,Condo,Society Hill,1,4253,,244821,1939,1963
2.5,6,0,Condo,Northern Liberties,0,4254,2020,709560,4933,1932
2.0,6,0,Mansion,Rittenhouse Square,1,4255,2015,861786,6821,1948
4.5,2,1,Condo,Chestnut Hill,0,4256,,396675,1544,2014
1.0,5,0,Condo,Old City,1,4257,2018,692591,836,1942
1.5,5,2,Condo,Old City,0,4258,2018,1361320,4624,1908
3.0,5,1,Row House,Society Hill,1,4259,2015,1071746,5905,2012
2.0,2,1,Loft,Fairmount,0,4260,2020,158992,2568,2008
1.5,1,1,Row House,Bella Vista,0,4261,2015,830244,3353,2007
2.0,2,2,Mansion,Rittenhouse Square,1,4262,,1098555,2711,1902
1.5,1,2,Mansion,Center City,1,4263,2015,619576,4275,1941
1.5,6,1,Loft,Bella Vista,1,4264,2010,303589,1576,2004
2.5,5,1,Loft,Northern Liberties,0,4265,2018,1213708,5782,1968
5.0,6,1,Condo,Old City,1,4266,,736718,5446,1983
1.5,5,1,Condo,Old City,1,4267,2020,1487942,3535,1986
1.0,2,0,Loft,Chestnut Hill,1,4268,2018,952580,5557,1966
4.5,6,0,Condo,Bella Vista,1,4269,2020,1203953,5443,2022
3.0,3,0,Condo,Fairmount,1,4270,2015,872002,5629,1935
5.0,6,0,Condo,Fishtown,0,4271,2020,1344154,2232,1925
4.5,3,0,Apartment,Society Hill,0,4272,2015,937237,1082,1916
3.0,3,0,Mansion,Northern Liberties,0,4273,2010,811624,1351,1911
2.0,4,0,Townhouse,Fishtown,1,4274,2010,1340028,5305,1905
4.0,2,1,Loft,Bella Vista,0,4275,2010,469990,4702,1911
1.5,1,0,Single Family,University City,0,4276,2020,854624,3291,1987
2.0,5,2,Townhouse,University City,1,4277,2015,799546,4452,1989
3.5,6,2,Row House,Center City,1,4278,2010,1049007,942,2021
3.5,4,1,Single Family,Rittenhouse Square,0,4279,2010,487418,5023,1974
1.5,5,1,Apartment,Northern Liberties,0,4280,2020,332239,6703,1932
3.5,1,1,Single Family,Fishtown,1,4281,2020,675622,6379,1929
4.0,4,1,Townhouse,Fishtown,1,4282,2020,1311433,4526,2003
4.5,4,1,Single Family,Rittenhouse Square,0,4283,2020,487880,1592,1987
2.0,3,2,Apartment,Fishtown,0,4284,2010,1314588,3442,1972
3.5,2,1,Condo,Northern Liberties,1,4285,2020,899855,6279,2011
2.0,5,2,Townhouse,Bella Vista,0,4286,2018,291960,4095,1997
2.5,2,2,Townhouse,Chestnut Hill,1,4287,2020,1182838,5779,1921
3.5,1,2,Mansion,University City,1,4288,2018,462748,976,1921
3.0,3,0,Row House,Northern Liberties,0,4289,,786422,6128,2008
2.5,2,0,Apartment,Fishtown,1,4290,2020,587244,1113,2000
3.5,4,2,Single Family,Center City,0,4291,2020,542168,3756,2016
5.0,4,1,Townhouse,Old City,0,4292,2010,1494035,2583,1998
2.0,1,1,Mansion,Rittenhouse Square,0,4293,2015,969604,5595,1956
1.0,1,0,Townhouse,Society Hill,0,4294,2015,420073,5931,1907
4.5,4,0,Mansion,Old City,0,4295,2020,662547,1149,2016
3.0,2,1,Loft,Bella Vista,1,4296,,563203,898,1949
1.5,2,2,Row House,Old City,0,4297,2018,617522,1875,2009
1.5,4,0,Apartment,Center City,0,4298,2010,1049465,978,1990
4.0,6,0,Row House,Society Hill,1,4299,2020,571084,5451,1956
2.0,4,2,Townhouse,Society Hill,0,4300,2015,858420,4289,1967
2.0,4,2,Single Family,University City,1,4301,2015,412245,5973,1958
3.5,5,0,Condo,Center City,1,4302,2018,627938,4533,1952
2.5,3,0,Row House,Fairmount,1,4303,2020,1337808,5091,1985
4.5,6,2,Townhouse,Old City,1,4304,2018,376283,1045,1967
3.5,5,2,Mansion,Old City,0,4305,,204620,4090,2013
1.5,5,0,Single Family,Society Hill,0,4306,2015,1171546,984,1995
4.0,4,0,Loft,Rittenhouse Square,0,4307,2015,181659,4512,2007
1.0,3,1,Loft,Fishtown,1,4308,,1191676,1214,1973
4.0,4,0,Apartment,Fishtown,0,4309,2015,1172764,6815,1923
5.0,4,1,Loft,Bella Vista,1,4310,2018,1469921,1569,1921
5.0,1,1,Townhouse,University City,1,4311,2010,425435,6822,1987
4.0,3,0,Townhouse,Center City,0,4312,2010,1070533,3733,1931
3.5,2,0,Single Family,University City,1,4313,2020,370409,1560,1955
4.5,4,1,Apartment,Fairmount,0,4314,2020,1081512,3218,2007
4.5,3,2,Apartment,Bella Vista,1,4315,2020,250095,874,1901
1.0,6,2,Mansion,Rittenhouse Square,0,4316,2010,1276702,962,1938
3.0,1,0,Townhouse,Northern Liberties,0,4317,,1169971,2043,1929
3.5,6,1,Mansion,Fairmount,0,4318,2010,435338,3885,1930
5.0,2,1,Single Family,Northern Liberties,0,4319,2015,311441,4151,1935
3.0,6,0,Loft,Old City,0,4320,2010,978266,952,1997
5.0,2,2,Single Family,Rittenhouse Square,0,4321,2010,749589,3161,1946
4.5,2,1,Townhouse,University City,0,4322,2015,871861,5512,1924
3.0,3,0,Mansion,Center City,1,4323,2015,557205,5826,2000
3.0,4,2,Condo,Society Hill,0,4324,2018,1132097,4404,1963
2.0,1,2,Mansion,Chestnut Hill,1,4325,2015,930619,6976,1925
4.0,6,1,Single Family,Fairmount,1,4326,,1226964,3343,1900
4.5,4,2,Mansion,Chestnut Hill,1,4327,2010,1342756,2072,2004
2.0,3,0,Loft,Bella Vista,1,4328,2020,627741,6821,1910
5.0,3,2,Condo,Fishtown,0,4329,,305480,3893,2022
3.0,2,1,Row House,Fairmount,1,4330,2010,1002305,5617,1907
1.0,6,1,Loft,Fairmount,1,4331,2018,641236,2904,1966
5.0,6,0,Mansion,Old City,0,4332,,1092316,2344,1918
5.0,4,1,Mansion,Chestnut Hill,1,4333,2018,326149,4698,1962
3.0,1,2,Mansion,University City,0,4334,2010,502781,6418,2012
5.0,3,0,Townhouse,Rittenhouse Square,1,4335,,1062995,3128,1993
2.5,4,0,Loft,University City,0,4336,,1030919,5472,1937
3.5,3,2,Mansion,Fishtown,1,4337,2015,1374939,6406,2006
2.5,1,2,Single Family,Society Hill,1,4338,2020,634373,4779,1975
5.0,2,2,Mansion,Fishtown,0,4339,2018,1496793,4871,1992
2.0,2,0,Single Family,Center City,0,4340,2018,1075078,3341,1970
2.0,2,2,Apartment,Society Hill,0,4341,2015,698690,6040,1975
1.0,6,0,Townhouse,Fishtown,0,4342,2010,611348,5350,1922
4.0,4,0,Single Family,Center City,1,4343,2020,960107,915,1930
1.0,5,2,Apartment,Chestnut Hill,1,4344,2015,975381,3968,1979
1.5,4,1,Condo,Fishtown,0,4345,2010,918902,3002,1972
2.5,6,1,Row House,Society Hill,1,4346,2018,1349121,2971,1944
5.0,6,1,Condo,Rittenhouse Square,1,4347,,1436610,2888,2015
1.0,2,1,Apartment,University City,0,4348,2010,356212,5111,1919
2.0,3,2,Loft,Old City,1,4349,,1339406,2128,2011
4.0,4,2,Loft,Rittenhouse Square,1,4350,2015,1020961,978,2011
4.5,3,1,Townhouse,Fishtown,1,4351,2020,469664,3205,2021
4.0,1,1,Mansion,Old City,0,4352,,1311190,5745,2009
3.0,5,0,Mansion,Old City,1,4353,2015,789031,5648,1920
5.0,4,1,Loft,Rittenhouse Square,0,4354,,532560,1688,1962
1.5,5,2,Loft,Fairmount,1,4355,2018,1250479,3036,2008
1.5,1,2,Mansion,Society Hill,0,4356,2015,1259538,3411,1900
1.5,2,0,Loft,Fishtown,0,4357,2018,615646,907,2006
3.5,4,1,Townhouse,University City,0,4358,,755759,4036,1939
1.0,5,1,Row House,Center City,0,4359,,881023,1319,2014
4.0,1,1,Townhouse,Old City,0,4360,,688885,6498,1952
2.0,2,2,Loft,University City,0,4361,2010,1476023,874,1996
1.0,1,2,Mansion,Bella Vista,1,4362,2020,177794,5110,2017
4.0,2,1,Apartment,Rittenhouse Square,1,4363,2020,581185,4762,1975
2.5,5,1,Apartment,Old City,0,4364,2020,424187,6773,2013
3.5,5,0,Condo,Fishtown,1,4365,2020,340374,4856,1932
1.5,6,2,Apartment,University City,1,4366,2020,411939,5436,1913
4.5,1,1,Single Family,Society Hill,1,4367,2020,181520,1334,2021
3.5,6,0,Row House,Society Hill,0,4368,2010,1204738,5765,2005
1.5,6,1,Mansion,Chestnut Hill,1,4369,2018,632544,3137,2006
3.5,4,0,Townhouse,Center City,1,4370,2015,1479664,4021,1918
1.5,2,0,Row House,Center City,0,4371,2010,488092,2270,1993
3.5,4,0,Single Family,Fairmount,0,4372,2018,1280197,2224,1992
5.0,3,2,Condo,Old City,0,4373,2020,645894,5531,1965
2.5,6,0,Row House,University City,0,4374,2015,605870,6514,2018
1.5,3,1,Apartment,Northern Liberties,1,4375,2015,1140399,3037,1980
4.0,6,2,Condo,Northern Liberties,0,4376,2015,1029792,3372,1902
4.5,4,1,Loft,Bella Vista,1,4377,2010,257622,1549,1949
1.5,5,0,Loft,University City,0,4378,2018,1341420,4869,1980
3.5,5,0,Mansion,Society Hill,0,4379,,1098756,4802,1921
3.5,2,0,Condo,Fishtown,1,4380,2015,1238177,6932,2016
2.5,5,2,Townhouse,Northern Liberties,1,4381,,964824,2439,1936
1.5,2,2,Single Family,Fishtown,1,4382,2018,1344445,5233,2009
1.5,6,2,Row House,Fairmount,1,4383,2018,858495,6012,1939
2.5,4,2,Mansion,Rittenhouse Square,0,4384,2018,1384673,6694,1906
3.5,5,0,Condo,Bella Vista,0,4385,2010,309363,1981,2009
3.5,3,1,Single Family,Rittenhouse Square,1,4386,2020,1004216,5198,1963
1.5,6,2,Loft,Old City,1,4387,2015,1340366,4499,1912
2.5,6,1,Loft,Chestnut Hill,1,4388,2010,1360533,6798,1941
4.5,5,0,Townhouse,Center City,0,4389,,889324,1802,1953
5.0,4,1,Condo,Northern Liberties,0,4390,2020,964214,6232,2001
4.0,3,2,Condo,Old City,1,4391,2010,547624,2612,1962
1.5,3,0,Townhouse,Society Hill,1,4392,,522290,1214,1915
3.0,2,0,Mansion,Northern Liberties,1,4393,2020,986151,5712,1983
4.5,5,0,Mansion,Old City,1,4394,2015,1484736,5675,1989
5.0,1,1,Apartment,Bella Vista,0,4395,2018,926090,5961,1975
5.0,5,2,Row House,Rittenhouse Square,1,4396,2010,294447,4525,1971
2.5,3,0,Condo,Society Hill,0,4397,2015,289597,4574,1961
2.5,2,1,Mansion,Fishtown,0,4398,2018,580635,3846,1971
4.5,5,1,Row House,Old City,0,4399,2010,822142,4312,1935
2.5,4,0,Apartment,Fishtown,1,4400,2010,1153558,2807,1915
3.5,4,0,Condo,Society Hill,1,4401,2010,1252395,1026,1981
3.5,4,2,Mansion,Chestnut Hill,0,4402,2020,947423,1603,2022
1.0,5,0,Condo,Rittenhouse Square,1,4403,2018,211711,5288,1949
5.0,1,2,Townhouse,Chestnut Hill,1,4404,2015,523022,6287,1997
2.5,6,1,Apartment,Fairmount,0,4405,2015,1305761,1463,2015
2.0,5,2,Apartment,Old City,1,4406,2018,688142,2839,1903
1.0,2,1,Mansion,Old City,0,4407,2015,842738,4612,1902
5.0,6,1,Loft,Bella Vista,1,4408,2018,1220033,2686,1987
2.5,1,2,Mansion,Society Hill,1,4409,2015,184125,6495,1950
3.5,2,2,Condo,Chestnut Hill,0,4410,2020,538093,1387,2002
1.5,2,0,Loft,Fairmount,0,4411,2020,1115396,1739,2021
1.5,1,2,Single Family,Fairmount,1,4412,2015,799979,1715,1954
3.0,2,1,Condo,Center City,1,4413,2020,582551,5917,1930
1.5,6,2,Condo,Chestnut Hill,1,4414,,1242926,4759,1926
1.5,5,2,Mansion,University City,1,4415,2020,654078,2787,1992
4.0,3,0,Loft,Northern Liberties,0,4416,,1055586,4667,1925
4.0,5,1,Loft,Society Hill,1,4417,2020,552777,1893,1958
3.5,5,2,Condo,Bella Vista,0,4418,2018,1415214,4463,1955
4.5,5,2,Townhouse,Society Hill,1,4419,2020,495221,6780,1911
1.5,1,0,Apartment,Bella Vista,1,4420,2018,1092461,4072,1935
3.0,4,0,Loft,Old City,1,4421,2018,726842,1695,1956
4.5,5,0,Apartment,Fairmount,0,4422,2015,472521,5504,1938
3.5,6,2,Apartment,Society Hill,1,4423,2010,599914,6030,2012
2.5,3,2,Apartment,Society Hill,0,4424,2015,1096258,6576,1955
5.0,2,0,Apartment,Rittenhouse Square,1,4425,2018,765034,1209,1902
5.0,2,0,Apartment,Fishtown,0,4426,2010,1284621,3131,1930
4.5,1,2,Mansion,Fishtown,1,4427,2018,1248950,6361,1903
2.0,1,1,Loft,Bella Vista,0,4428,2010,376956,955,2010
3.0,5,0,Single Family,Bella Vista,0,4429,2020,864509,3811,1900
5.0,5,1,Townhouse,Old City,0,4430,2018,1044827,4284,2003
2.0,2,2,Apartment,University City,1,4431,,1229359,6632,1985
1.0,6,1,Loft,Fairmount,1,4432,,1024593,4596,2011
4.5,6,2,Mansion,Center City,1,4433,,1092420,1472,1945
2.0,6,2,Condo,Fairmount,1,4434,2018,446960,6683,2009
3.0,6,1,Mansion,Bella Vista,0,4435,2015,1173107,5261,1917
4.0,6,1,Single Family,Fairmount,0,4436,2015,781616,4488,1962
2.5,1,2,Townhouse,Center City,1,4437,2020,1260765,5344,1950
3.0,3,0,Single Family,Fishtown,1,4438,2015,1436771,3050,1900
4.0,5,0,Single Family,Chestnut Hill,1,4439,2010,378146,3968,1984
1.5,1,2,Condo,Fishtown,0,4440,2018,1450972,2099,1989
3.0,4,2,Row House,Northern Liberties,0,4441,2020,576552,1612,1970
5.0,5,0,Single Family,University City,0,4442,,1180123,5101,1932
1.0,4,1,Apartment,Center City,1,4443,2020,488374,4522,2008
4.0,4,0,Single Family,Old City,1,4444,2018,930994,6204,1992
2.0,5,0,Townhouse,Rittenhouse Square,0,4445,2015,698721,3043,1993
3.5,2,2,Row House,Old City,0,4446,2020,1306384,1469,1969
1.0,2,1,Row House,Rittenhouse Square,0,4447,2020,413693,6634,1962
2.0,1,1,Loft,University City,1,4448,2015,400097,4053,1935
2.5,2,0,Apartment,Fishtown,1,4449,2020,375203,6451,1910
1.5,2,2,Loft,Northern Liberties,0,4450,2015,1362085,2198,1983
1.5,2,0,Single Family,Old City,1,4451,,426136,1005,1938
3.0,4,0,Mansion,Fairmount,1,4452,,1396031,3800,1904
4.5,4,1,Loft,Chestnut Hill,1,4453,2020,1185916,2403,1943
1.5,6,1,Townhouse,Chestnut Hill,1,4454,2010,755351,4159,1909
4.5,4,1,Mansion,Fairmount,0,4455,,338170,6702,1960
4.0,2,1,Loft,Northern Liberties,0,4456,2018,890585,958,2022
1.0,3,1,Mansion,Fishtown,0,4457,2015,1331419,1734,1908
4.0,3,1,Townhouse,Fairmount,1,4458,2020,340983,1716,1938
2.0,6,1,Mansion,University City,1,4459,2018,846918,5338,1912
2.0,2,2,Row House,University City,0,4460,2015,585086,4743,1935
4.0,4,1,Row House,Bella Vista,1,4461,2015,178957,6865,1931
2.0,4,1,Apartment,Old City,0,4462,,746816,2570,1949
1.0,5,0,Loft,University City,0,4463,2020,766217,3761,2007
3.5,2,2,Single Family,Society Hill,1,4464,2020,732614,2457,1958
3.0,4,2,Condo,Northern Liberties,1,4465,2015,1085273,4894,1925
1.5,2,2,Condo,Northern Liberties,1,4466,2015,435745,1312,1945
3.0,4,2,Loft,Old City,0,4467,2015,624042,2862,1940
2.0,1,2,Mansion,Fairmount,1,4468,2010,1356904,1596,1905
3.5,1,1,Mansion,Fairmount,1,4469,2020,324043,3090,1917
1.0,1,0,Single Family,Old City,1,4470,2015,1418298,4673,2001
4.0,2,1,Condo,Chestnut Hill,0,4471,2020,1011010,2326,1998
4.5,5,2,Mansion,Bella Vista,0,4472,,1287059,2823,1920
2.0,4,2,Mansion,Old City,0,4473,2015,1203195,1433,1924
2.0,3,0,Mansion,Northern Liberties,0,4474,2010,680894,1281,1946
5.0,1,0,Row House,Bella Vista,1,4475,2018,1246453,5488,1904
1.0,6,2,Condo,Fairmount,1,4476,2018,1006905,1739,2001
3.5,2,2,Townhouse,Northern Liberties,0,4477,2010,1072515,4021,1922
3.5,2,2,Loft,Chestnut Hill,1,4478,2020,937681,6633,2016
1.5,1,0,Apartment,Bella Vista,0,4479,2018,862655,5087,1916
2.0,2,2,Apartment,Chestnut Hill,1,4480,2010,678411,1093,2022
5.0,4,2,Loft,Chestnut Hill,0,4481,2010,1441205,5645,1946
1.0,2,2,Mansion,Center City,0,4482,,831300,1814,2010
3.5,3,0,Mansion,Center City,1,4483,2020,635663,2694,2012
3.0,3,1,Loft,Rittenhouse Square,1,4484,2020,915007,2994,1905
2.5,6,1,Mansion,Rittenhouse Square,1,4485,2010,518307,6907,1973
1.0,3,1,Condo,Northern Liberties,0,4486,2010,1180352,3734,1900
5.0,6,2,Single Family,Bella Vista,1,4487,,373325,2918,1999
4.5,4,2,Loft,Fairmount,0,4488,,420019,2343,1983
5.0,6,2,Mansion,Society Hill,0,4489,2010,1178547,1473,1932
4.0,4,1,Apartment,Old City,0,4490,2015,1276726,5926,2021
3.0,3,1,Loft,University City,1,4491,2020,362811,2070,1944
1.5,4,0,Single Family,Society Hill,1,4492,2018,1170591,3028,2015
3.5,6,0,Row House,Northern Liberties,0,4493,2015,528454,5943,1982
3.5,2,0,Single Family,Fairmount,1,4494,2020,506979,2100,1961
2.0,2,2,Loft,Center City,1,4495,2010,931309,2617,1912
3.0,1,0,Mansion,Northern Liberties,1,4496,2010,431174,5421,1933
1.5,6,1,Single Family,Old City,1,4497,2010,1039050,5531,1985
4.5,6,1,Townhouse,Society Hill,1,4498,2018,1117490,6661,1914
1.5,1,0,Mansion,Fishtown,1,4499,2015,877390,2858,1946
3.0,1,0,Apartment,Fishtown,0,4500,2018,1333122,1410,2005
5.0,4,1,Apartment,Old City,0,4501,2020,1171777,3929,1911
1.0,3,0,Condo,University City,0,4502,2018,922773,2381,1920
2.5,4,2,Row House,University City,1,4503,,558830,2366,1953
4.0,3,2,Single Family,Bella Vista,1,4504,2018,1193746,6261,1947
3.0,1,0,Row House,University City,1,4505,2010,1067268,3485,2005
4.0,1,0,Single Family,University City,1,4506,2015,152731,6171,1990
1.5,6,2,Apartment,Fishtown,0,4507,2018,192248,2381,1990
1.5,6,2,Loft,Old City,0,4508,,1030307,1380,2008
2.5,5,2,Apartment,Bella Vista,0,4509,2015,1247160,1197,1947
2.5,5,1,Condo,Fairmount,1,4510,2018,1066465,6925,2009
3.0,2,1,Loft,University City,1,4511,2010,285086,1672,2012
1.0,2,1,Mansion,Fishtown,0,4512,2015,437353,6995,1931
1.5,5,0,Apartment,Fairmount,1,4513,2015,421674,1059,1924
3.0,2,2,Condo,University City,1,4514,2010,675198,4956,1964
2.5,3,1,Row House,Northern Liberties,1,4515,,525811,6423,2007
5.0,1,1,Apartment,Northern Liberties,0,4516,2015,155939,4658,1960
5.0,2,0,Condo,Northern Liberties,1,4517,2018,1196106,6613,1980
1.0,3,0,Townhouse,Center City,1,4518,,1284810,1295,2001
3.0,6,1,Apartment,Northern Liberties,0,4519,2020,1195782,5413,2018
1.0,1,1,Condo,Northern Liberties,0,4520,2015,410354,4060,1920
3.5,5,0,Loft,Center City,1,4521,2018,1375435,1372,1909
4.5,1,2,Loft,Bella Vista,0,4522,,525206,2588,1950
1.5,5,1,Townhouse,Rittenhouse Square,1,4523,2020,230029,6430,1950
2.5,5,2,Row House,Fishtown,0,4524,2010,913475,3798,2004
1.5,4,2,Townhouse,Chestnut Hill,0,4525,2010,495031,5840,1966
5.0,4,0,Single Family,Northern Liberties,0,4526,2010,569822,5144,2008
1.0,3,1,Mansion,Fairmount,1,4527,2020,171329,5984,1915
3.0,1,0,Mansion,Center City,0,4528,,1058106,5463,1980
3.0,2,2,Condo,Rittenhouse Square,1,4529,,255879,5189,1969
2.5,4,1,Townhouse,Chestnut Hill,1,4530,2020,154815,6339,2001
4.5,2,2,Apartment,Fishtown,1,4531,2018,750798,3271,1965
2.5,5,1,Loft,Northern Liberties,0,4532,2015,291682,2433,2000
1.0,3,1,Single Family,Society Hill,0,4533,2018,1488878,1882,1954
1.0,3,2,Single Family,Bella Vista,1,4534,2010,1127808,2614,1954
1.0,4,2,Row House,University City,1,4535,,737284,2749,1962
4.5,6,2,Loft,Fishtown,0,4536,2010,633707,2112,1996
5.0,3,0,Townhouse,Center City,1,4537,2010,543813,4399,1920
4.0,1,2,Loft,Rittenhouse Square,1,4538,2015,1251207,6045,1968
1.5,5,0,Condo,University City,1,4539,2010,1213256,861,2000
4.5,1,1,Single Family,Fishtown,0,4540,2015,706363,6546,1955
1.0,3,1,Loft,Rittenhouse Square,0,4541,2020,1026879,1081,1920
1.0,2,0,Townhouse,Chestnut Hill,1,4542,2015,1425672,2166,1940
1.0,1,0,Condo,Chestnut Hill,0,4543,2018,799473,4239,1961
4.0,4,2,Condo,Northern Liberties,0,4544,2010,295006,5701,1933
4.5,4,0,Single Family,Northern Liberties,0,4545,,446374,1573,2003
2.5,6,0,Single Family,Bella Vista,1,4546,2020,991045,3449,1997
1.0,4,2,Condo,Center City,1,4547,2015,1438371,3924,1998
3.0,4,2,Condo,Fishtown,0,4548,2010,1412858,2418,1906
5.0,6,2,Townhouse,Bella Vista,0,4549,2010,953496,3910,1997
4.5,3,0,Condo,Chestnut Hill,1,4550,2015,311999,2104,2002
4.5,5,0,Loft,Center City,0,4551,2018,1087445,3790,2010
2.0,2,1,Row House,Bella Vista,1,4552,2018,1429956,3222,1908
3.0,5,2,Condo,Bella Vista,0,4553,2015,1481405,6802,1931
2.0,2,2,Condo,Chestnut Hill,0,4554,2018,329807,1613,1914
4.0,5,0,Condo,Fairmount,0,4555,2015,221736,3628,1997
1.0,4,2,Condo,Center City,1,4556,,1352490,2118,2017
2.5,4,0,Mansion,Society Hill,0,4557,2020,928705,973,2001
1.0,5,0,Single Family,Northern Liberties,1,4558,2020,1065825,2599,1965
4.0,4,2,Single Family,Society Hill,0,4559,,1489331,4747,1977
1.0,5,1,Condo,Center City,1,4560,2020,471136,6725,2003
2.0,6,0,Single Family,Fishtown,1,4561,2018,747173,2591,1904
4.0,5,2,Condo,University City,1,4562,2018,265584,2227,1969
3.0,4,2,Single Family,Center City,1,4563,2018,1174632,1031,1927
4.0,1,2,Mansion,Chestnut Hill,0,4564,2015,762247,5883,2003
1.0,5,2,Single Family,Center City,1,4565,,302904,2390,1951
1.0,5,1,Townhouse,Old City,1,4566,,1284479,3088,1985
5.0,4,1,Row House,Fairmount,1,4567,2020,1353431,6366,1909
3.5,3,0,Apartment,University City,0,4568,2010,866412,1879,1912
1.0,1,2,Apartment,Fishtown,1,4569,2010,936953,5977,1986
4.0,5,0,Mansion,Rittenhouse Square,1,4570,2018,537539,5812,1945
1.0,4,1,Row House,Bella Vista,1,4571,,1113343,1321,1968
4.0,5,1,Loft,University City,1,4572,2010,828915,5761,1961
4.5,2,2,Apartment,Old City,1,4573,2015,1471166,2615,1947
4.0,4,2,Condo,Northern Liberties,1,4574,2010,215986,6955,1996
3.0,5,2,Single Family,University City,1,4575,2010,413560,4086,1986
4.5,4,2,Mansion,Fishtown,1,4576,,279678,2696,1918
5.0,2,2,Townhouse,Chestnut Hill,1,4577,2020,893701,1210,2013
3.5,2,1,Loft,Fairmount,0,4578,,745641,6143,1966
4.5,3,1,Condo,Old City,1,4579,2020,611247,2123,2010
2.0,3,1,Mansion,Center City,0,4580,2010,1201562,3182,2018
2.5,4,0,Loft,Rittenhouse Square,0,4581,2018,991534,2082,1993
3.5,3,0,Single Family,Rittenhouse Square,1,4582,2010,1322102,5328,1958
1.0,3,1,Loft,Center City,0,4583,2018,660173,6720,1982
2.5,5,1,Mansion,Fishtown,0,4584,2015,870021,2080,2000
3.5,4,0,Row House,Fishtown,0,4585,,623509,5756,1923
4.0,1,1,Single Family,Old City,1,4586,,812874,1626,1904
4.0,2,2,Apartment,Society Hill,0,4587,2018,1251365,4917,1975
3.0,4,1,Mansion,Old City,1,4588,2018,452779,3535,1914
3.0,5,0,Row House,Society Hill,1,4589,2015,650650,5230,2019
2.5,6,1,Loft,University City,0,4590,2018,1460113,3135,1934
4.0,4,0,Loft,Old City,1,4591,,1078547,5300,1908
2.0,5,2,Townhouse,Chestnut Hill,1,4592,,775223,2522,1967
1.0,6,1,Row House,Fairmount,0,4593,2018,732799,6980,1928
2.5,3,0,Row House,Bella Vista,1,4594,2018,602644,1424,1903
2.0,5,2,Mansion,Center City,1,4595,2020,1215447,5229,2015
3.0,6,2,Condo,Fairmount,0,4596,2018,381813,5215,1998
4.5,4,1,Row House,Bella Vista,1,4597,,1363785,5213,1935
2.5,4,1,Apartment,Northern Liberties,0,4598,2010,1299822,5217,1941
